feature,l2f_126v127,l2f_126v382,l2f_127v382,gene_name,gene_biotype,cons_phyloP,pres_phyloP,cons_phastCons,pres_phastCons
WBGene00197551,-0.985144735129074,1.28587432106872,NA,T22D1.20,ncRNA,0.941022321428571,224,0.792299107142857,224
WBGene00197552,-0.509476392367149,-1.35292697962424,-0.894574142676667,Y49F6B.15,ncRNA,1.98095555555556,225,0.985155555555556,225
WBGene00197553,4.45094713975117,6.51281390458319,2.12290483540474,F45E1.10,ncRNA,0.928932835820896,134,0.867701492537313,134
WBGene00197554,0.799539158077626,3.09125420767437,NA,T14G12.9,ncRNA,1.39920895522388,201,0.995567164179105,201
WBGene00197555,-4.83080201950995,1.28587432106872,6.01269810472342,Y67D8A.8,ncRNA,0.128461538461538,91,0.765241758241758,91
WBGene00197556,-0.214828053852327,2.02826657065071,NA,C42D8.14,ncRNA,6.0556,95,0.947589473684211,95
WBGene00197557,NA,NA,NA,F25H10.4,ncRNA,1.64741095890411,146,0.999938356164384,146
WBGene00197558,NA,NA,NA,Y38H6A.7,ncRNA,1.58639622641509,53,0.988452830188679,53
WBGene00197559,NA,NA,NA,C17D12.12,ncRNA,NA,0,NA,0
WBGene00197560,NA,NA,NA,K08A2.12,ncRNA,NA,0,NA,0
WBGene00197561,NA,-1.41124260332103,0.752324982709383,C33F10.19,ncRNA,1.19302816901408,142,0.970577464788732,142
WBGene00197562,NA,NA,NA,T10D4.16,ncRNA,0.144578313253012,83,0.621843373493976,83
WBGene00197563,-1.11333139538914,-0.851080252139415,0.260858630379302,B0403.9,ncRNA,1.0153475177305,141,0.846262411347518,141
WBGene00197564,NA,NA,NA,F52D10.8,ncRNA,0.757959459459459,148,0.903391891891892,148
WBGene00197565,-2.04588473487783,1.29642817128039,3.22137076985932,F39B2.12,ncRNA,0.180932584269663,89,0.0842134831460674,89
WBGene00197566,NA,NA,NA,E03E2.2,ncRNA,5.34695652173913,92,0.996554347826087,92
WBGene00197567,NA,NA,NA,C32C4.13,ncRNA,1.35187407407407,135,0.994622222222222,135
WBGene00197568,-0.57107395308195,1.214034986063,1.70322714777148,F49E11.12,ncRNA,NA,0,NA,0
WBGene00197569,1.46102470099641,3.75359736199514,NA,F46G11.13,ncRNA,1.28036153846154,130,0.832992307692308,130
WBGene00197570,-3.01750604453682,-3.34950895455591,-0.553300136168275,F33D11.15,ncRNA,5.5592,90,0.999733333333333,90
WBGene00197571,NA,NA,NA,C41G11.12,ncRNA,0.746083665338645,251,0.596454183266932,251
WBGene00197572,NA,-3.03543071728584,-0.894770531883493,F52B10.13,ncRNA,1.43452040816327,98,0.974479591836735,98
WBGene00197573,-0.150149962250562,-1.55934583378499,-1.50593185901002,F14B8.11,ncRNA,1.24313043478261,184,0.939722826086956,184
WBGene00197574,-0.985144735129074,1.28587432106872,NA,C04C11.11,ncRNA,1.50945669291339,254,0.981677165354331,254
WBGene00197575,NA,NA,NA,C30C11.9,ncRNA,1.16465573770492,122,0.790040983606557,122
WBGene00197576,NA,NA,NA,C01C10.5,ncRNA,1.36155629139073,151,0.992152317880795,151
WBGene00197577,2.29376198205234,4.55435311554166,NA,W08F4.16,ncRNA,NA,0,NA,0
WBGene00197578,-0.350416637180205,1.92442637868158,NA,F13D11.12,ncRNA,0.730600746268657,268,0.501694029850746,268
WBGene00197579,0.537390533258888,3.32073135708799,2.65036882089272,F44A2.9,ncRNA,1.29241605839416,137,0.83136496350365,137
WBGene00197580,-3.52312783304848,-2.37210785871853,1.07938726265688,F19B6.6,ncRNA,1.02352112676056,142,0.89319014084507,142
WBGene00197581,NA,NA,NA,T28B4.9,ncRNA,1.60705,60,0.99945,60
WBGene00197582,-4.99960348583375,0.60397623699367,5.27281433866869,T03G11.17,ncRNA,1.28474736842105,285,0.917673684210526,285
WBGene00197583,0.0889321124063354,2.37939974872805,NA,T26H10.4,ncRNA,0.773639024390244,205,0.685131707317073,205
WBGene00197584,0.0889321124063354,0.955075733062917,0.752324982709383,Y40C5A.17,ncRNA,1.17272727272727,176,0.96475,176
WBGene00197585,NA,-4.53794281706896,-2.34898089478697,T08G11.8,ncRNA,0.932476190476191,147,0.971231292517007,147
WBGene00197586,NA,NA,NA,ZC64.12,ncRNA,1.87470422535211,71,0.999915492957747,71
WBGene00197587,-0.350416637180205,1.92442637868158,NA,F38B7.14,ncRNA,0.823757142857143,210,0.786247619047619,210
WBGene00197588,-0.214828053852327,2.02826657065071,NA,T08G2.5,ncRNA,1.85633720930233,86,0.999581395348837,86
WBGene00197589,NA,NA,NA,C39D10.14,ncRNA,5.46683333333333,84,0.982571428571429,84
WBGene00197590,-4.2858814055866,NA,4.21999312708577,F30H5.6,ncRNA,NA,0,NA,0
WBGene00197591,NA,NA,NA,K08B12.9,ncRNA,1.23607109004739,211,0.88060663507109,211
WBGene00197592,NA,NA,NA,F52D10.9,ncRNA,1.14630201342282,149,0.736463087248322,149
WBGene00197593,NA,NA,NA,F18F11.6,ncRNA,0.321655172413793,58,0.46301724137931,58
WBGene00197594,-4.06316170493452,-2.15602857854311,1.7946030944565,T24B8.13,ncRNA,1.52785135135135,148,0.997459459459459,148
WBGene00197595,2.74397474391074,-0.165875975909313,-3.01916530527595,R12E2.18,ncRNA,2.3738932038835,103,0.999873786407767,103
WBGene00197596,NA,-2.37210785871853,-0.186327004760727,C25A11.6,ncRNA,1.25227368421053,190,0.969031578947368,190
WBGene00197597,2.27267378261385,3.08584719545008,0.752324982709383,M163.17,ncRNA,0.555398936170213,188,0.646601063829787,188
WBGene00197598,-4.2858814055866,NA,4.21999312708577,F56A11.9,ncRNA,1.48676811594203,138,0.974391304347826,138
WBGene00197599,1.2724530850823,3.56481425857797,NA,F52B10.14,ncRNA,1.51267281105991,217,0.96605529953917,217
WBGene00197600,-0.214828053852327,2.02826657065071,NA,C14F5.8,ncRNA,1.4164449339207,227,0.997599118942731,227
WBGene00197601,1.74301888223338,4.02360401997561,NA,T26H10.5,ncRNA,1.14540666666667,150,0.95758,150
WBGene00197602,0.0889321124063354,2.37939974872805,NA,F28F8.12,ncRNA,1.66997802197802,91,0.97578021978022,91
WBGene00197603,-4.81804516514405,-0.588875056860335,4.31477628538541,T19C4.21,ncRNA,1.05319230769231,208,0.860471153846154,208
WBGene00197604,-4.15691221793579,0.578458147215235,4.61207884496405,K01G5.12,ncRNA,0.47660752688172,372,0.309381720430108,372
WBGene00197605,NA,NA,NA,H13J03.1,ncRNA,1.49648275862069,116,0.928793103448276,116
WBGene00197606,NA,NA,NA,F35B3.8,ncRNA,1.06626618705036,139,0.847474820143885,139
WBGene00197607,NA,-1.41124260332103,0.752324982709383,F47F2.5,ncRNA,1.35793518518519,108,0.934990740740741,108
WBGene00197608,1.46102470099641,0.384987253014384,-1.18180420225369,T02E9.17,ncRNA,1.44971739130435,138,0.997398550724638,138
WBGene00197609,NA,NA,NA,ZC21.11,ncRNA,1.04229545454545,132,0.872265151515151,132
WBGene00197610,NA,-1.41124260332103,0.752324982709383,Y38H8A.11,ncRNA,0.659903846153846,52,0.969461538461538,52
WBGene00197611,NA,NA,NA,C39E9.17,ncRNA,1.37666666666667,57,0.980824561403509,57
WBGene00197612,NA,NA,NA,Y53F4B.56,ncRNA,0.15218018018018,111,0.734855855855856,111
WBGene00197613,-0.214828053852327,2.02826657065071,NA,F49D11.13,ncRNA,4.43785393258427,89,0.954662921348315,89
WBGene00197614,NA,NA,NA,ZC506.6,ncRNA,1.51360344827586,58,0.996689655172414,58
WBGene00197615,-0.985144735129074,1.28587432106872,NA,C25F6.15,ncRNA,1.27504098360656,122,0.984893442622951,122
WBGene00197616,-4.74581733825592,-1.15790687942352,3.50818572053891,C29A12.11,ncRNA,1.29710169491525,118,0.951533898305085,118
WBGene00197617,0.48792714761698,2.77915252949523,NA,C06E7.90,ncRNA,0.941050724637681,138,0.851586956521739,138
WBGene00197618,-0.214828053852327,2.02826657065071,NA,F47G4.12,ncRNA,NA,0,NA,0
WBGene00197619,NA,NA,NA,Y110A2AL.18,ncRNA,NA,0,NA,0
WBGene00197620,-1.79550079349032,1.02708159207526,2.71272614048128,Y75B8A.49,ncRNA,1.47264545454545,110,0.971172727272727,110
WBGene00197621,0.956416645323721,-2.11819992272273,-3.16562444670021,F45F2.14,ncRNA,2.4113137254902,153,0.833490196078431,153
WBGene00197622,0.613204745445637,0.469153184863831,-0.2370522126778,CD4.14,ncRNA,1.76624347826087,115,0.952339130434783,115
WBGene00197623,-4.2858814055866,-2.37210785871853,1.86717488747787,B0240.5,ncRNA,0.397388235294118,85,0.352870588235294,85
WBGene00197624,-2.7124215872479,0.483002386768951,3.11600763589021,Y55F3C.15,ncRNA,1.37592631578947,95,0.967926315789474,95
WBGene00197625,-3.52312783304848,NA,3.43223549472254,T27E4.16,ncRNA,1.14228571428571,140,0.995414285714286,140
WBGene00197626,-0.214828053852327,0.60397623699367,0.752324982709383,ZK381.43,ncRNA,0.773458904109589,146,0.855287671232877,146
WBGene00197627,NA,NA,NA,Y37F4.11,ncRNA,NA,0,NA,0
WBGene00197628,NA,NA,NA,K08E5.11,ncRNA,1.08529457364341,129,0.829728682170543,129
WBGene00197629,-4.60244180219361,NA,4.49401543643217,F58F12.8,ncRNA,1.16465413533835,133,0.993248120300752,133
WBGene00197630,0.902077024091343,3.14206671838476,NA,AH10.8,ncRNA,1.00583516483516,91,0.963956043956044,91
WBGene00197631,1.88261787910345,0.469153184863831,-1.50276469818386,F43G6.13,ncRNA,2.24538513513514,148,0.996506756756757,148
WBGene00197632,-6.11276403319874,-1.41124260332103,4.59803223599291,T23E7.8,ncRNA,1.11044210526316,285,0.904210526315789,285
WBGene00197633,-2.37387028081653,1.92442637868158,4.21999312708577,C56G2.18,ncRNA,0.610393333333333,150,0.391186666666667,150
WBGene00197634,NA,NA,NA,C40C9.12,ncRNA,0.643546666666667,150,0.55604,150
WBGene00197635,-4.09632618999717,1.28587432106872,5.33175225970542,C31H2.7,ncRNA,1.25447107438017,121,0.808834710743802,121
WBGene00197636,-3.52312783304848,NA,3.43223549472254,Y67D8C.16,ncRNA,0.983026666666667,150,0.980273333333333,150
WBGene00197637,-4.60244180219361,NA,4.49401543643217,R13F6.13,ncRNA,0.37498,150,0.300053333333333,150
WBGene00197638,NA,NA,NA,F43D2.9,ncRNA,1.18666666666667,96,0.85046875,96
WBGene00197639,NA,-1.41124260332103,0.752324982709383,Y39A1B.6,ncRNA,0.88290977443609,133,0.643210526315789,133
WBGene00197640,-0.350416637180205,-1.04385648832359,-0.768329812937263,F57B1.13,ncRNA,1.02456476683938,193,0.884388601036269,193
WBGene00197641,-0.760098347583241,3.01828178231889,3.70395990403756,T03F7.12,ncRNA,1.2423,140,0.948378571428571,140
WBGene00197642,NA,NA,NA,C16E9.15,ncRNA,1.52824797843666,371,0.998091644204852,371
WBGene00197643,0.70300275515291,0.519076434499329,-0.278912172678851,F13H6.12,ncRNA,1.54407746478873,142,0.97719014084507,142
WBGene00197644,-4.68413212509572,1.28587432106872,5.91974087673784,H30A04.3,ncRNA,1.09437142857143,140,0.835428571428571,140
WBGene00197645,-6.29321859003281,NA,6.22707011728903,C39E6.10,ncRNA,1.09343884892086,139,0.679064748201439,139
WBGene00197646,NA,NA,NA,ZK795.7,ncRNA,0.746611650485437,103,0.605912621359223,103
WBGene00197647,NA,-1.41124260332103,0.752324982709383,K03C7.7,ncRNA,1.36109230769231,195,0.981451282051282,195
WBGene00197648,NA,-1.41124260332103,0.752324982709383,ZK20.8,ncRNA,1.31897841726619,139,0.959187050359712,139
WBGene00197649,NA,NA,NA,K03C7.8,ncRNA,1.79716,50,0.99994,50
WBGene00197650,NA,NA,NA,Y54F10AM.12,ncRNA,1.00387417218543,151,0.952708609271523,151
WBGene00197651,3.72427858694898,2.60476238828333,-1.18180420225369,R03A10.10,ncRNA,0.920166666666667,126,0.739960317460317,126
WBGene00197652,NA,NA,NA,C05B5.13,ncRNA,1.08599502487562,201,0.863870646766169,201
WBGene00197653,NA,NA,NA,R186.11,ncRNA,1.49231756756757,148,0.952668918918919,148
WBGene00197654,NA,-3.69057821963149,-1.50276469818386,T16G1.14,ncRNA,1.46452777777778,216,0.997287037037037,216
WBGene00197655,NA,NA,NA,F45E1.11,ncRNA,0.987078125,192,0.844239583333333,192
WBGene00197656,NA,NA,NA,F09D5.4,ncRNA,1.193808,250,0.993204,250
WBGene00197657,NA,NA,NA,F11A5.20,ncRNA,4.74182795698925,93,0.992268817204301,93
WBGene00197658,NA,NA,NA,T01C1.9,ncRNA,5.96622352941177,85,0.991270588235294,85
WBGene00197659,NA,NA,NA,F43C11.14,ncRNA,0.523735849056604,53,0.993075471698113,53
WBGene00197660,2.20103760391137,-2.02751497846141,-4.42544180580575,C27A2.11,ncRNA,1.13341806020067,299,0.863321070234114,299
WBGene00197661,-3.01750604453682,1.28587432106872,4.21999312708577,R12B2.9,ncRNA,NA,0,NA,0
WBGene00197662,0.348697721676048,1.17981966415206,0.752324982709383,B0403.10,ncRNA,0.82169587628866,194,0.786530927835052,194
WBGene00197663,-4.2858814055866,-1.41124260332103,2.805821729945,F13H6.13,ncRNA,1.15777871148459,357,0.957915966386555,357
WBGene00197664,NA,NA,NA,Y51A2D.29,ncRNA,NA,0,NA,0
WBGene00197665,-0.214828053852327,2.02826657065071,NA,C48G7.4,ncRNA,1.05761538461538,143,0.797552447552448,143
WBGene00197667,-5.49140902554845,-2.37210785871853,3.0425028272037,R160.8,ncRNA,0.795691176470588,340,0.664294117647059,340
WBGene00197668,-5.38892113136376,-1.41124260332103,3.9022972655994,F46H5.9,ncRNA,1.4211875,144,0.975895833333333,144
WBGene00197669,-1.38936605633928,0.843960077786405,2.23154021633263,F56F3.10,ncRNA,0.967830917874396,207,0.833521739130435,207
WBGene00197670,NA,-1.41124260332103,0.752324982709383,C54C6.8,ncRNA,1.05198666666667,150,0.981606666666667,150
WBGene00197671,-3.52312783304848,-1.41124260332103,2.01804393667071,F46C8.12,ncRNA,1.54942567567568,148,0.999351351351351,148
WBGene00197672,-0.663700084596256,0.823377728755251,1.40694932279341,C48A7.9,ncRNA,1.40417090909091,275,0.983669090909091,275
WBGene00197673,-6.72920739596617,-2.95520469486072,3.68788016722195,ZK973.17,ncRNA,1.67334666666667,150,0.999966666666667,150
WBGene00197674,-3.52312783304848,NA,3.43223549472254,F58H1.16,ncRNA,1.5476231884058,138,0.999398550724638,138
WBGene00197675,-0.985144735129074,-2.21726662630428,-1.37095711848034,ZK84.11,ncRNA,1.09040441176471,136,0.915610294117647,136
WBGene00197676,0.48792714761698,2.77915252949523,NA,Y59A8B.29,ncRNA,0.535655172413793,29,0.82351724137931,29
WBGene00197677,NA,NA,NA,F14F3.9,ncRNA,1.19641071428571,56,0.953464285714286,56
WBGene00197678,NA,NA,NA,R01E6.11,ncRNA,0.815353333333333,150,0.612853333333333,150
WBGene00197679,-0.214828053852327,2.02826657065071,NA,F13H6.14,ncRNA,0.915786516853933,89,0.796303370786517,89
WBGene00197680,NA,NA,NA,Y76F7A.3,ncRNA,1.65497826086957,92,0.999934782608696,92
WBGene00197681,NA,NA,NA,Y51A2B.12,ncRNA,0.449052631578947,57,0.96019298245614,57
WBGene00197682,NA,NA,NA,R52.11,ncRNA,NA,0,NA,0
WBGene00197683,2.86606937354092,5.14126502253102,NA,ZK816.6,ncRNA,0.932152671755725,131,0.950801526717557,131
WBGene00197684,-2.24725032780971,2.02826657065071,4.21999312708577,F59B2.17,ncRNA,0.896225,200,0.847575,200
WBGene00197685,-5.20471927564228,-1.41124260332103,3.70395990403756,Y53C12B.8,ncRNA,0.690056074766355,214,0.797677570093458,214
WBGene00197686,NA,-3.07412490990495,-0.954526887992904,B0034.10,ncRNA,1.49648,100,0.99912,100
WBGene00197687,NA,NA,NA,C54H2.8,ncRNA,1.46255284552846,123,0.999910569105691,123
WBGene00197688,0.902077024091343,3.14206671838476,NA,ZK836.9,ncRNA,1.00519310344828,145,0.801848275862069,145
WBGene00197689,-4.2858814055866,-3.81254804572005,0.336408677692148,F08G5.13,ncRNA,1.07368345323741,139,0.807223021582734,139
WBGene00197690,3.22270986734242,5.50416697522387,NA,C08G9.5,ncRNA,0.862271739130435,92,0.833228260869565,92
WBGene00197691,1.5115429768845,0.828037610716739,-0.70245211404019,K08F8.9,ncRNA,0.817711743772242,281,0.931277580071174,281
WBGene00197692,NA,-5.19168731637369,-3.07435505002058,Y22D7AR.18,ncRNA,NA,0,NA,0
WBGene00197693,NA,NA,NA,F36D1.16,ncRNA,0.464811320754717,53,0.789150943396226,53
WBGene00197694,0.902077024091343,3.14206671838476,NA,D2089.6,ncRNA,0.834673333333333,150,0.682186666666667,150
WBGene00197695,NA,-1.41124260332103,0.752324982709383,C18F3.8,ncRNA,0.925018018018018,222,0.858855855855856,222
WBGene00197696,NA,NA,NA,C49A1.13,ncRNA,NA,0,NA,0
WBGene00197697,NA,NA,NA,B0432.19,ncRNA,0.543469696969697,66,0.814454545454545,66
WBGene00197698,0.0889321124063354,0.955075733062917,0.752324982709383,C05D12.9,ncRNA,0.633902912621359,103,0.504747572815534,103
WBGene00197699,-0.214828053852327,2.02826657065071,NA,F53B7.10,ncRNA,0.707223776223776,143,0.832174825174825,143
WBGene00197700,0.348697721676048,1.17981966415206,0.752324982709383,K09B11.20,ncRNA,6.71744444444445,108,0.97175,108
WBGene00197701,-3.2886077484162,0.60397623699367,3.70395990403756,F44E5.8,ncRNA,NA,0,NA,0
WBGene00197702,-2.02524153313611,-0.397915387165893,1.50362160431263,C27F2.11,ncRNA,1.13617708333333,192,0.944369791666667,192
WBGene00197703,NA,NA,NA,F53B2.14,ncRNA,0.722101449275362,138,0.836369565217391,138
WBGene00197704,NA,NA,NA,B0379.11,ncRNA,0.339887096774194,124,0.471798387096774,124
WBGene00197705,NA,NA,NA,R01E6.12,ncRNA,1.23664864864865,185,0.790091891891892,185
WBGene00197706,NA,NA,NA,ZK470.10,ncRNA,1.51944604316547,139,0.995345323741007,139
WBGene00197707,NA,NA,NA,F20D1.15,ncRNA,0.737811023622047,127,0.895149606299213,127
WBGene00197708,NA,NA,NA,K12H4.11,ncRNA,0.508548076923077,104,0.9445,104
WBGene00197709,NA,NA,NA,W09B12.3,ncRNA,1.62730107526882,93,0.999569892473118,93
WBGene00197710,1.85718394932396,5.90427722107693,4.21999312708577,C14F11.14,ncRNA,1.12794557823129,147,0.964204081632653,147
WBGene00197711,NA,NA,NA,Y32F6B.6,ncRNA,1.42603225806452,62,0.999129032258064,62
WBGene00197712,0.48792714761698,1.35482277924084,0.752324982709383,F48A9.4,ncRNA,0.584412162162162,148,0.761121621621622,148
WBGene00197713,-0.173893362378113,4.02360401997561,4.21999312708577,Y48G8AR.4,ncRNA,0.69765306122449,49,0.998938775510204,49
WBGene00197714,-2.31642301215211,-2.12175746692617,0.144067147391816,Y54E10BL.8,ncRNA,1.33005555555556,126,0.61468253968254,126
WBGene00197715,0.48792714761698,-2.65258221047999,-3.37396522543925,B0024.17,ncRNA,0.924798611111111,144,0.789916666666667,144
WBGene00197716,-3.52312783304848,-1.41124260332103,2.01804393667071,H15M21.1,ncRNA,0.403619469026549,113,0.609362831858407,113
WBGene00197717,0.316504437060431,2.7949565908743,2.40278092997797,T01B6.8,ncRNA,1.35212834224599,187,0.960197860962567,187
WBGene00197718,-1.18067903374579,2.37939974872805,3.43223549472254,F25G6.17,ncRNA,0.393386666666667,150,0.77534,150
WBGene00197719,-3.44170393009704,-1.45720425304766,1.96019113076665,Y42G9A.8,ncRNA,6.0950875,80,0.9892625,80
WBGene00197720,-3.96536262507115,2.77915252949523,6.77951453246803,ZC504.11,ncRNA,1.63251388888889,72,0.997041666666667,72
WBGene00197721,NA,NA,NA,C45G7.8,ncRNA,NA,0,NA,0
WBGene00197722,-2.25473507745156,1.28587432106872,3.43223549472254,F43D9.9,ncRNA,1.16421428571429,126,0.997753968253968,126
WBGene00197723,NA,-2.48742608391653,-0.366876476589841,Y69A2AR.39,ncRNA,0.589460526315789,76,0.267684210526316,76
WBGene00197724,0.982900269584419,3.25116749753046,NA,F36H1.15,ncRNA,1.05140714285714,140,0.931578571428571,140
WBGene00197725,-0.214828053852327,-0.35688380419429,-0.186327004760727,ZK1025.13,ncRNA,NA,0,NA,0
WBGene00197726,NA,NA,NA,C44B7.16,ncRNA,1.10919921875,256,0.84713671875,256
WBGene00197727,-0.214828053852327,2.02826657065071,NA,F49H12.10,ncRNA,1.76336231884058,69,1,69
WBGene00197728,-0.0616651907817049,1.76423304008664,1.86717488747787,C52B11.7,ncRNA,0.861320895522388,134,0.703037313432836,134
WBGene00197729,NA,NA,NA,R08B4.9,ncRNA,1.51039416058394,137,0.990445255474453,137
WBGene00197730,-1.08967643137428,2.82506756054257,3.9022972655994,C13G3.6,ncRNA,1.06062068965517,116,0.939594827586207,116
WBGene00197731,2.41023366446823,3.26345035065875,0.752324982709383,F46F3.8,ncRNA,0.930707547169811,212,0.916933962264151,212
WBGene00197732,NA,NA,NA,T02E9.18,ncRNA,1.32755940594059,202,0.914658415841584,202
WBGene00197733,NA,NA,NA,T25C12.5,ncRNA,0.836761111111111,180,0.725722222222222,180
WBGene00197734,NA,NA,NA,W07G1.12,ncRNA,NA,0,NA,0
WBGene00197735,0.799539158077626,3.09125420767437,NA,F36D4.10,ncRNA,5.66022826086957,92,0.990836956521739,92
WBGene00197736,NA,NA,NA,B0207.14,ncRNA,1.02162,150,0.924766666666667,150
WBGene00197737,NA,NA,NA,F38E9.7,ncRNA,6.67096103896104,77,0.983181818181818,77
WBGene00197738,-1.63521284652412,0.673767998913448,2.30204227562665,F43G9.15,ncRNA,1.49800666666667,150,0.827653333333333,150
WBGene00197739,0.902077024091343,3.14206671838476,NA,F29F11.10,ncRNA,0.795880281690141,142,0.841640845070423,142
WBGene00197740,0.70300275515291,-1.35155429912215,-2.1801582231753,T21H3.7,ncRNA,0.349687943262411,141,0.871659574468085,141
WBGene00197741,0.902077024091343,1.71775826308907,0.752324982709383,C54A12.6,ncRNA,1.15221126760563,71,0.999957746478873,71
WBGene00197742,-0.518893717986997,1.09285367618925,1.63722943644881,F41D9.11,ncRNA,1.13764503816794,262,0.791854961832061,262
WBGene00197743,NA,NA,NA,F11C1.13,ncRNA,1.45003521126761,142,0.999838028169014,142
WBGene00197744,NA,NA,NA,F46C8.13,ncRNA,1.01377142857143,70,0.813128571428571,70
WBGene00197745,-5.58401574507902,-1.41124260332103,4.06320881913949,C47E12.16,ncRNA,1.34452083333333,144,0.996569444444444,144
WBGene00197746,NA,NA,NA,ZK84.12,ncRNA,1.53058823529412,51,0.997549019607843,51
WBGene00197747,NA,NA,NA,Y39H10A.8,ncRNA,1.39364957264957,117,0.979247863247863,117
WBGene00197748,6.46124271434265,4.1707525218788,-2.5573982277573,T05A1.16,ncRNA,1.18212857142857,140,0.994528571428572,140
WBGene00197749,-0.985144735129074,1.28587432106872,NA,F35H10.15,ncRNA,1.54472881355932,59,0.998779661016949,59
WBGene00197750,NA,NA,NA,ZK377.5,ncRNA,1.08949655172414,145,0.852820689655172,145
WBGene00197751,-2.89050910993255,1.28587432106872,4.06456058632256,ZK945.11,ncRNA,1.77418666666667,150,0.97732,150
WBGene00197752,0.70300275515291,0.519076434499329,-0.278912172678851,F46F3.9,ncRNA,1.32577073170732,205,0.927439024390244,205
WBGene00197753,NA,NA,NA,F58H1.17,ncRNA,1.28027857142857,140,0.939542857142857,140
WBGene00197754,-0.985144735129074,1.28587432106872,NA,Y92C3A.6,ncRNA,NA,0,NA,0
WBGene00197755,NA,NA,NA,ZK899.10,ncRNA,5.48789887640449,89,0.995820224719101,89
WBGene00197756,1.50216293274144,3.74180516814172,NA,ZC250.8,ncRNA,1.2113375,80,0.9774625,80
WBGene00197757,-0.985144735129074,-0.138436462373027,0.752324982709383,H36N01.1,ncRNA,1.466528,125,0.998544,125
WBGene00197758,0.48792714761698,2.77915252949523,NA,C36F7.15,ncRNA,1.11555944055944,143,0.939517482517482,143
WBGene00197759,-3.52312783304848,-4.07594143400582,-0.691637836625142,F56E3.11,ncRNA,1.48481714285714,175,0.988617142857143,175
WBGene00197760,NA,NA,NA,M163.18,ncRNA,5.48515789473684,76,0.992565789473684,76
WBGene00197761,-5.52008761463826,-2.24907016817653,3.01922481901586,C18A11.10,ncRNA,1.60943382352941,136,0.999632352941176,136
WBGene00197762,-0.214828053852327,2.02826657065071,NA,K09F5.8,ncRNA,1.16402112676056,142,0.996866197183099,142
WBGene00197763,-0.214828053852327,2.02826657065071,NA,F44E8.43,ncRNA,1.1935625,64,0.992203125,64
WBGene00197764,NA,NA,NA,F49E2.7,ncRNA,1.46778832116788,137,0.912832116788321,137
WBGene00197765,2.53868644509359,4.56274208362351,1.99669074728963,C01B7.11,ncRNA,1.26496598639456,147,0.794836734693878,147
WBGene00197766,0.486325376103833,3.20129960504605,2.66741689895678,C24A3.11,ncRNA,1.28042647058824,136,0.968595588235294,136
WBGene00197767,-0.214828053852327,2.02826657065071,NA,B0285.15,ncRNA,0.6312,150,0.522826666666667,150
WBGene00197768,1.1529403837981,3.40138900545078,NA,W03G11.12,ncRNA,1.16527210884354,147,0.889768707482993,147
WBGene00197769,NA,-1.41124260332103,0.752324982709383,T28B11.12,ncRNA,0.870369230769231,195,0.716205128205128,195
WBGene00197770,NA,-2.37210785871853,-0.186327004760727,F27C8.12,ncRNA,1.44510714285714,84,0.977345238095238,84
WBGene00197771,NA,NA,NA,F09A5.12,ncRNA,1.08687969924812,133,0.772353383458647,133
WBGene00197772,0.48792714761698,2.77915252949523,NA,F22D6.18,ncRNA,1.27976923076923,65,0.994753846153846,65
WBGene00197773,-0.537393476164158,1.41898316517043,1.89714054596255,T27A10.8,ncRNA,1.29628723404255,188,0.872962765957447,188
WBGene00197774,-1.48440129190129,2.02826657065071,3.43223549472254,T10H4.18,ncRNA,0.786688172043011,93,0.972032258064516,93
WBGene00197775,1.05535904236131,1.92314859618574,0.752324982709383,F26F12.11,ncRNA,1.30965942028986,138,0.940231884057971,138
WBGene00197776,-0.214828053852327,2.02826657065071,NA,F52F12.12,ncRNA,1.05025203252033,123,0.887764227642276,123
WBGene00197777,NA,NA,NA,F13C5.9,ncRNA,0.212673076923077,104,0.383884615384615,104
WBGene00197778,1.54636254306731,3.80467863430582,NA,K06A1.7,ncRNA,0.100460431654676,139,0.0355539568345324,139
WBGene00197779,NA,-1.41124260332103,0.752324982709383,T27E4.17,ncRNA,1.26244604316547,139,0.939143884892086,139
WBGene00197780,NA,-1.41124260332103,0.752324982709383,F48B9.10,ncRNA,0.83071,200,0.713325,200
WBGene00197781,NA,NA,NA,T04D3.10,ncRNA,5.08077906976744,86,0.932139534883721,86
WBGene00197782,NA,NA,NA,K09E9.8,ncRNA,1.55964130434783,92,0.993097826086957,92
WBGene00197783,NA,NA,NA,R07B1.20,ncRNA,1.11327096774194,155,0.813335483870968,155
WBGene00197784,0.70300275515291,1.54185935608424,0.752324982709383,K08A8.12,ncRNA,0.916545918367347,196,0.842908163265306,196
WBGene00197785,-0.587939323648306,3.61835087865138,4.21999312708577,ZK1151.4,ncRNA,0.328450704225352,213,0.359370892018779,213
WBGene00197786,NA,NA,NA,K02G10.10,ncRNA,1.32416666666667,96,0.999125,96
WBGene00197787,-0.350416637180205,1.92442637868158,NA,ZC53.12,ncRNA,0.93816380952381,525,0.950649523809524,525
WBGene00197788,0.0889321124063354,-0.707357003653777,-0.954526887992904,ZC581.12,ncRNA,0.948475862068966,145,0.709965517241379,145
WBGene00197789,NA,NA,NA,Y6B3B.13,ncRNA,NA,0,NA,0
WBGene00197790,-0.985144735129074,1.28587432106872,NA,C07A4.6,ncRNA,1.6188,80,0.9999625,80
